name,city,state,star,address,bid,zip,review,thur,fri,wed,tue,mon,sat,sun
Roadrunner Park Farmers Market,Phoenix,AZ,4,3502 E Cactus Rd,QYrmi0cdh0I00UWxwZBPMg,85073,38,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,8:0-13:0,CLOSED
Modern Tortilla Food Truck and Catering,Phoenix,AZ,4,,jlviy68buL1X2UADI-Lnlw,85016,23,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
In-N-Out Burger,North Las Vegas,NV,4,2765 E Craig Rd,z_1n_57ANGutdEnfbWpTGw,89030,127,10:30-1:0,10:30-1:30,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:30,10:30-1:0
Popeyes Louisiana Kitchen,Mesa,AZ,2.5,5329 S Power Rd,Yv9zUwWSyig0xhgDsv4qjQ,85212,35,10:0-22:0,10:0-23:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-22:0
Coffee Corners Antiques,Burton,OH,4,14544 Main St,gDJczpgesuV9txR11OKbyQ,44021,31,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,12:0-17:0
Pellegrini Pizza,Las Vegas,NV,4,"101 S Rainbow Blvd, Ste 7",Gml97gSULiA6HFjie01d3Q,89107,296,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,0:0-0:0,10:0-23:0,10:0-23:0
32 Degrees,Las Vegas,NV,3.5,3799 Las Vegas Blvd S,QgWPqUuDFm5wF5UpNECZYg,89109,41,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-23:0,12:0-23:0
Burger King,Phoenix,AZ,2.5,4002 E Broadway Rd,6xLwHi5IQMjTMDAfOCBt1g,85040,12,5:0-23:0,5:0-23:0,5:0-23:0,5:0-23:0,5:0-23:0,5:30-23:0,7:0-23:0
QDOBA Mexican Eats,Mentor,OH,3.5,9552 Mentor Ave,rRAKvF-E_fnikHK4WSpXrA,44060,11,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,0:0-0:0,11:0-21:0,11:0-20:0
Albertsons,Las Vegas,NV,3.5,2550 S Fort Apache Rd,CaVbq701PdDX9F8oqQTfmQ,89117,25,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0
Fatburger,Las Vegas,NV,2,4199 S Fort Apache,5jTmjxb1X34EfcY1gos4tw,89147,139,10:0-22:0,10:0-0:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-0:0,10:0-22:0
Willy Street Grocery Co-Op - East,Madison,WI,4,1221 Williamson St,wWpw4gbA9B6VWt85351TvA,53703,123,7:30-21:30,7:30-21:30,7:30-19:30,7:30-21:30,7:30-19:30,7:30-21:30,7:30-19:30
Grabbagreen Gilbert,Gilbert,AZ,3.5,"75 E Rivulon Blvd, Ste 107",Gu4W3BSBajnljGYXQOclHw,85297,34,7:0-21:0,7:0-21:0,7:0-14:0,8:0-13:0,7:0-21:0,9:0-21:0,10:0-19:0
Pei Wei,Scottsdale,AZ,2.5,8700 E Raintree Dr,YpnvKqeVD7dqZ9Mr0SGw6A,85260,182,11:0-21:0,11:0-21:30,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:30,11:0-21:0
Moe's Southwest Grill,Charlotte,NC,2.5,210 East Trade St,tB7wE98TiyI7Y89NeMCVww,28202,35,11:0-20:0,11:0-3:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-3:0,11:0-20:0
Church's Chicken,Phoenix,AZ,3,1906 W Camelback,pWAMkYw-bE5hcVaMGvr2Xg,85015,15,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0
Omelet House Summerlin,Las Vegas,NV,4,2227 N Rampart Blvd,0jtRI7hVMpQHpUVtUy4ITw,89128,266,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-14:30,7:0-14:30,7:0-14:30
Port of Subs,Henderson,NV,4,2285 N Green Valley Pkwy,ahzHzyALM4ZCEVRrs2KejA,89014,36,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0
Chamango,North Las Vegas,NV,3.5,2831 N Las Vegas Blvd,2_hC_X9K080F8zWP4UUB4g,89030,27,10:0-22:0,10:0-23:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0
Coconut's Fish Cafe,Chandler,AZ,4,"1155 W Ocotillo Rd, Ste 1",9Jo1pu0y2zU6ktiwQm6gNA,85248,255,11:0-21:0,11:0-21:0,11:0-19:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
India Masala,Las Vegas,NV,4,3200 S Las Vegas Blvd,gNhxs9nPUSkVBSSIRQOgaA,89109,150,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-19:0
Paul's Club,Madison,WI,3.5,204 State St,h9ELiqDfwNktCvLEu1DDNg,53703,98,16:0-2:0,16:0-2:30,16:0-2:0,16:0-2:0,16:0-2:0,12:0-2:30,17:0-2:0
McDonald's,McKeesport,PA,1.5,4235 Walnut St,Sg3qj0mhSEYX4Co3fVHHwQ,15132,11,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Kuhar's Carryout,Mentor,OH,4.5,8030 Broadmoor Rd,FUCHvOmoHC3YalwRwB97Yg,44060,11,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,CLOSED
K-Vay's Restaurant,Irwin,PA,3.5,2271 Mars Hill Rd,mUONuCWBKukMO2uyVxLY5Q,15642,21,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Le Macaron French Pastries,Scottsdale,AZ,4.5,"15323 N Scottsdale Rd, Ste 145",aM4pb4teV2Tr0Z-ZRt4icg,85254,120,8:0-21:0,8:0-22:0,8:0-18:0,8:0-21:0,8:0-21:0,8:0-22:0,8:0-20:0
TCBY,Charlotte,NC,3,9864 Rea Rd,AKb-cQ8K7XqKDdgSkAml8A,28277,21,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Zoyo Frozen Yogurt - Gilbert,Gilbert,AZ,3.5,"1633 S. Higley Rd., #101",BL_XToDlqqpG5wTGORukMA,85296,31,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0
Road Ranger,Champaign,IL,3,4910 N Market St,38AI6oP2ObTmtiUuoN0Uvw,61822,12,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
No. 1 Boba Tea,Henderson,NV,4,"605 Mall Ring Cir, Ste 110",CO-p2eB7nLq1JbDrxrz7pw,89014,83,10:0-21:0,10:0-21:30,10:0-18:0,10:0-21:0,0:0-0:0,10:0-21:30,10:0-21:0
NutriShop,Phoenix,AZ,5,"10625 N. Tatum Blvd., Ste D101",tq2B9UpvdLNUW7tdVm-FrA,85028,20,10:0-20:0,10:0-17:0,10:0-15:0,10:0-17:0,0:0-0:0,10:0-19:0,10:0-17:0
Antojitos Mi Pueblo,Phoenix,AZ,4.5,"505 W Dunlap Ave, Ste H",cO3m54wXVDJW8ryy_2wpBQ,85021,23,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,9:0-20:30,8:0-17:0
Subway,Phoenix,AZ,2.5,"20910 N Tatum Blvd, Ste 190",Mgvk_jOcpmE7OWbLQRGx9Q,85050,12,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Tabletop Board Game Cafe,Cleveland,OH,4.5,1810 W 25th St,Gh2kkOnzieYqe5cVLtl7MA,44113,84,16:0-23:0,11:0-1:0,16:0-23:0,16:0-23:0,0:0-0:0,11:0-1:0,11:0-18:0
Chipotle Mexican Grill,Charlotte,NC,3,2312 Whitehall Park Dr,CAStb1vB9y-QMQrt4PxEFA,28273,19,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
Kuhn's Market,Pittsburgh,PA,3.5,3125 Banksville Rd,wLaHB40FAvMXoOz3Emesyw,15216,26,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Little Caesars Pizza,Las Vegas,NV,1.5,"7375 S. Durango Dr Ste. 104, Ste 105, Rhodes Ranch Town Ctr",SXzJL5egnVXurANcg-G28A,89113,140,10:30-22:0,10:30-23:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-22:0
Famous Wok,Chandler,AZ,3,"4976 Premium Outlet Way, Ste 423",F7vD6BGJQ3nDdzlHTd_FIQ,85226,13,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-19:0
Burger King,Mesa,AZ,1.5,9154 E Main St,7aIT103VQokS0cSk1xnTuQ,85207,18,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-1:0,6:0-1:0
QuikTrip,Glendale,AZ,4,9910 W Camelback Rd,AUHtMlJ04pzmB9X_fn0Vtg,85307,17,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Chick-fil-A,Pittsburgh,PA,4,1620 Washington Rd,qpa8Y4VAMQKh8P5zqC5Y4g,15241,28,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,CLOSED
Thai Chili,Avon Lake,OH,4,"32730 Walker Rd, Ste D3",JHtxvPm0XFAeGJ1OdviCrA,44012,85,16:30-19:30,16:30-19:30,16:30-19:30,16:30-19:30,0:0-0:0,16:30-19:0,CLOSED
Old Chicago,Champaign,IL,3,1910 N Neil St,TEXUVhF-G_v2Sxwqti8HQA,61820,74,11:0-23:0,11:0-1:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-1:0,11:0-23:0
OMG Donuts & Bakery,Concord,NC,4.5,10005 Weddington Rd,cPvIV2HHJvkFxWeac2aocA,28027,99,6:30-17:30,6:30-17:30,6:30-17:30,6:30-17:30,CLOSED,6:30-17:30,6:30-17:30
Anthony Jr's Restaurant & Pizzeria,Coraopolis,PA,3.5,1024 5th Ave,DUuZjarJ7vOHJNEHNI0WUw,15108,41,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,12:0-21:0
Fligner's Market,Lorain,OH,4.5,1854 Broadway,glY_PSkxyM54izTHkd2mtw,44052,15,7:30-18:0,7:30-18:0,7:0-14:0,7:30-18:0,7:0-14:0,7:30-18:0,7:30-14:0
Bojangles' Famous Chicken 'n Biscuits,Charlotte,NC,3,1407 E 3rd St,2yGA0OlMKeTG2B22hT9J7A,28204,40,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,6:0-0:0
Steak and Shake,Elyria,OH,2.5,5300 Abbe Rd,vEsAPc0fEDP1YPeSQanxfQ,44035,36,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
El Pollo Mobile,Las  Vegas,NV,4.5,4104 E Lake Mead Blvd,Rmiv34SGRqJDm_5Db29IrQ,89115,50,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-16:0
The Phoenix Ale Brewery,Phoenix,AZ,4.5,3002 E Washington St,GAKFx4jFUtTOTpp_jDJnuA,85034,173,12:0-19:0,12:0-19:0,12:0-19:0,12:0-19:0,0:0-0:0,12:0-18:0,12:0-18:0
Einstein Bros Bagels,Akron,OH,3,1751 W Exchange St,rPXT7-xAZbXj1_jFR7JjZw,44313,14,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
QDOBA Mexican Eats,Madison,WI,3,548 State St,cenEs8pZINlsu1fSpzHizQ,53703,30,10:30-3:0,10:30-3:30,10:30-2:0,10:30-2:0,0:0-0:0,10:30-3:30,10:30-15:0
Five Guys,Madison,WI,3.5,517 State St,EOlHhLgp32dCdSlsMpiG6A,53703,67,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
QuikTrip,Glendale,AZ,4.5,4255 W Union Hills Dr,oP-BaOnIq1GYVl8kgTnsPg,85308,11,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Wisconsin Union Hotel,Madison,WI,4,1308 W Dayton St,QCJhuocw64BksfxqPjVCow,53715,12,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Starbucks,Fitchburg,WI,3.5,2981 Triverton Pike Dr.,O_2ZfBojroXD0ND2qx99qQ,53711,28,4:30-22:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0
ABC Store,Las Vegas,NV,4,"3663 Las Vegas Blvd S, Ste 145",A37JfEzlKQygyzA-5p2dWw,89109,119,8:0-0:30,8:0-1:0,8:0-0:30,8:0-0:30,8:0-0:30,8:0-1:0,8:0-1:0
CupLux Coffee Drive-Thru,Charlotte,NC,5,3115 Freedom Dr,B_y4288-oF7Am9KnkqjQTg,28208,55,6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0,0:0-0:0,7:0-16:0,7:0-13:0
Honey Baked Ham Company,Phoenix,AZ,3.5,4635 E Cactus Rd,A-apTF3JfkUPR_oeazZC1Q,85032,32,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,11:0-17:0
Whit's Frozen Custard,Davidson,NC,4.5,428 S Main St,EKJBKFHGUkU5h6ctBsSpMA,28036,60,12:0-21:0,12:0-22:0,12:0-21:0,12:0-21:0,0:0-0:0,12:0-22:0,12:0-21:0
Zaxby's Chicken Fingers & Buffalo Wings,Gastonia,NC,2.5,3460 E Franklin Blvd,fvwNREtzrWiqUppypcCr9g,28056,11,10:30-22:0,10:30-23:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-22:0
Starbucks,Charlotte,NC,3,8439 Davis Lake Parkway,IW4mxZ40duTNOLZuXwf8-g,28269,33,5:0-21:0,6:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,6:0-21:0,5:0-21:0
Ahipoki,Chandler,AZ,4,820 N 54th St,6tOrCPiu-ZtC2JdAy9kBhw,85226,282,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Putter's Bar & Grill,Las Vegas,NV,4,4140 S Durango Dr,w5ecDANc8JSPntIWtJBdwg,89147,10,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Flying J,Phoenix,AZ,1.5,6700 W Latham St,9drKTpV8X2zziidDPXCZGw,85043,29,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Nosh,Las Vegas,NV,3.5,3645 Las Vegas Blvd S,Nv8p5Hpf3dfAPx14yoRaBA,89109,109,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Sammy's LA Pastrami & Burgers,Las Vegas,NV,3,2191 E Tropicana Ave,7yYexN1Q5ShE_z1MH2TDTw,89119,468,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-22:0
Butcher Bob's,Surprise,AZ,4.5,"11663 W Bell Rd, Ste 2",4e61JnOp9Jh_3uIAfIM1dA,85378,58,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,CLOSED,9:0-16:0,CLOSED
In-N-Out Burger,Las Vegas,NV,4,5690 Centennial Ctr Blvd,mnU3iGsL55MCWXiWV3AcAQ,89149,190,10:30-1:0,10:30-1:30,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:30,10:30-1:0
Alt Brew,Madison,WI,4.5,1808 Wright St,kWOPey5W6j7_mvIrTHhNeQ,53704,23,15:0-21:0,15:0-21:0,15:0-21:0,15:0-21:0,CLOSED,11:0-21:0,11:0-17:0
Giant Eagle,Wexford,PA,3.5,155 Towne Centre Dr,PBI24hd97BdLuXPy1xX_Ig,15090,15,6:0-1:0,6:0-1:0,6:0-1:0,6:0-1:0,6:0-1:0,6:0-1:0,6:0-1:0
Poke Plus & Teriyaki,Madison,WI,4.5,615 State St,F9CcIFltPDXiOkCCFKjv1g,53703,29,10:30-21:30,10:30-22:0,10:30-21:30,10:30-21:30,10:30-21:30,10:30-22:0,11:0-21:30
Popeyes Louisiana Kitchen,Euclid,OH,2,26030 Euclid Ave,L9_wsi8SdT6-TFtuiUlGcA,44132,12,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-22:0
Panda Express,Chandler,AZ,2.5,1020 E Pecos Rd,PM2u75n_bJA_hvWcvko_tA,85225,27,10:30-21:30,10:30-22:0,10:30-21:30,10:30-21:30,10:30-21:30,10:30-22:0,11:0-21:30
Mama's Pizza & Pasta,Matthews,NC,4,"15080 Idlewild Rd, Ste C",iiOpaR1Am7svS0SF_eBoOQ,28104,61,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,CLOSED,11:0-21:0,11:0-21:0
Hwy 55 Burgers Shakes & Fries,Fort Mill,SC,3,8348 Charlotte Hwy,0yHBkndzrBNnl2ZHiFfyJw,29707,22,11:0-21:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-21:0
Lucky Donuts,Phoenix,AZ,4.5,"2510 W Thunderbird Rd, Ste 1",QxoEkFbKsmpPrzPpWGfJgg,85023,116,5:0-20:0,5:0-20:0,5:0-20:0,5:0-20:0,5:0-20:0,5:0-20:0,5:0-20:0
Carolina's Mexican Food,Mesa,AZ,3.5,1450 S Country Club Dr,jDQIKfsfJU3M8M6n0ESKFg,85210,196,9:0-21:0,8:0-21:0,9:0-21:0,9:0-21:0,0:0-0:0,8:0-21:0,CLOSED
7-Eleven,Las Vegas,NV,3.5,405 E Silverado Ranch Blvd,PSrITKG8En8mvwZ_YhywTg,89123,19,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Bosa Donuts,Gilbert,AZ,4,155 E Williams Field Rd,DDv3xVIzz-PuoF_1IoIzXQ,85295,83,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Taco Bell,Henderson,NV,4,1284 W Warm Springs Rd,LxnZTxUoj063tbJaLQ7DHQ,89014,53,7:0-1:0,7:0-2:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-2:0,7:0-1:0
"Sweet Addiction, Cookies & Ice Cream",Henderson,NV,4,2291 N Green Valley Pkwy,h5DJK4b3b6_VuI-iImC2fg,89014,200,12:0-22:0,12:0-22:30,12:0-22:0,12:0-22:0,0:0-0:0,12:0-22:30,12:0-22:0
Mama's Pizza Express of Cornelius,Cornelius,NC,3,19741 S Main St,ZVua1ibULOtfp3ZqbvGyWg,28031,48,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-22:0
Chronic Tacos,Las Vegas,NV,3,4321 W Flamingo Rd,ZAqgv1gply0m_4fHAIffWA,89103,130,9:0-23:0,9:0-3:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-3:0,9:0-23:0
Heather's Heat and Flavor,Hudson,OH,4,94 1 St St,Jrt6snF0OwhXPZ-fKxja1w,44236,12,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
McDonald's,Madison,WI,3,6910 Odana Rd,zXb5pP4zMHvmusweYfr9TQ,53719,14,5:0-0:0,0:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,0:0-0:0,5:0-0:0
Aldi,Charlotte,NC,4,4120 Sunset Rd,XVPy6gK78FiLsct1UvzG-w,28216,14,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0
Starbucks,Phoenix,AZ,3,5557 N. 7th Street,CtI7MMRF-arzGJxA1nJccQ,85014,45,4:30-20:30,4:30-20:30,4:30-20:30,4:30-20:30,4:30-20:30,5:0-20:30,4:30-20:30
Twenty-Six Acres Brewing,Concord,NC,4,7285 W Winds Blvd NW,Qaln914BxIGYo_nHAWF0xw,28027,42,16:0-22:0,14:0-22:0,16:0-22:0,16:0-22:0,0:0-0:0,20:0-1:0,12:0-19:0
Old Chicago,Glendale,AZ,3.5,5695 W Bell Rd,1F6imE4hNPEEcsb9VHRUoA,85308,175,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
Delux,Phoenix,AZ,4,3146 E Camelback Rd,NJ0RzuWd5xDqfJejYQZ65g,85016,998,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,0:0-0:0,11:0-2:0,11:0-2:0
World Harvest Foods,Urbana,IL,4,306 Springfield Ave,LElQBiDw8HyU_LrbjP8C1A,61801,54,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,10:0-18:0
Burgatory,Pittsburgh,PA,4,700 Providence Blvd,b6DAp8hLHpSHMi2fGOB7Lw,15237,93,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-22:0
Firehouse Subs,Mesa,AZ,3.5,"2110 W Southern Ave, Ste 105",PlIeEj0LRr3p1rX5Svujgw,85202,28,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
Cheba Hut Toasted Subs,Las Vegas,NV,4.5,"2550 S Rainbow Blvd, Ste 13",sAZGdlYTp41UWEjHdeZrWg,89146,206,10:0-22:0,10:0-0:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-0:0,10:0-22:0
Lux Central,Phoenix,AZ,4.5,4400 N Central Ave,OgJ0KxwJcJ9R5bUK0ixCbg,85012,2046,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0
McDonald's,Las Vegas,NV,2,7530 W Washington,7kXrUSjG67NitjRfRFn9cw,89128,73,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
VOM FASS,Madison,WI,4,127 State St,K_FjKc69zg6A8fZkaKS48Q,53703,17,11:0-20:0,11:0-21:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-18:0
Dean's Hermanos,Gilbert,AZ,4,3373 E Queen Creek Rd,Zv71mk1Ysq56xHzY0MWzUQ,85297,83,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,CLOSED
Hoosier Cafe,Chandler,AZ,4,"393 W Warner Rd, Ste 102",c7I_UpoNg7ZP8UClLhbSUQ,85225,237,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,0:0-0:0,6:0-14:0,6:0-14:0
Rolo Poke,Charlotte,NC,4.5,"9605 N Tryon St, Ste S",O0MFflOOBQYIl9Idnokq4w,28262,22,10:30-22:30,10:30-23:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-23:30,10:30-22:30
Dariview,Fairview Park,OH,5,22004 Lorain Rd,NzD6xiU6OwyesY6wMZq5Gg,44126,13,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0
Dairy Queen,Phoenix,AZ,1.5,3550 E Bell Rd,h4U3h1RbgLvHl0fKSSUhPA,85032,74,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Taco Bell,Las Vegas,NV,3,7715 W. Sahara Ave.,_yAYxyEBMIbqFL8pubaf_g,89117,17,7:0-0:0,7:0-1:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-1:0,7:0-0:0
Thakker Ni Thali Gujarati Food In Las Vegas,Las Vegas,NV,4.5,,uWhBa1bH7hN1ZCNdxTa5mw,89149,11,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0
Walmart Supercenter,Mesa,AZ,2.5,6131 E Southern Ave,liHzxDlSAdJQNKjOs-jKvQ,85206,35,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Goodwill Outlet Store,North Versailles,PA,3,294 Lincoln Hwy,UHjSCOmkF2o3YBT2B9vRuQ,15137,11,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
In-N-Out Burger,Phoenix,AZ,4,12413 N Tatum,F9cXFXk60E2sz_YTSCFp_Q,85032,164,10:30-1:0,10:30-1:30,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:30,10:30-1:0
Waxhaw Creamery,Waxhaw,NC,4.5,109 E North Main St,AD5zjF5UAG1uYzLRjXxLkA,28173,73,12:0-21:0,12:0-22:0,12:0-21:0,12:0-21:0,0:0-0:0,12:0-22:0,12:0-21:0
Genoa Pizza & Bar,Pittsburgh,PA,3,111 Market St,ijNQXC2cBhbkf6iB6D8OJw,15222,51,10:0-2:0,10:0-3:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-3:0,10:0-2:0
Williams-Sonoma,Charlotte,NC,3.5,"6401 Morrison Blvd, Ste 14-15",bXpVXuWnfOMhNbn-Ug891w,28211,15,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,12:0-18:0
Nobuo At Teeter House,Phoenix,AZ,4,622 E Adams St,0Buxoc0cRqjpvkezo3bqog,85004,455,17:30-21:30,17:30-22:0,17:30-21:30,17:30-21:30,CLOSED,17:30-22:0,17:30-22:0
Church's Chicken,Las Vegas,NV,2.5,4851 W Charleston Blvd,nr1y1_csfnP6nSKxtOrLmw,89146,21,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0
Brr-Kee's Ice Cream,Oakmont,PA,4.5,539 Allegheny Ave,NroyyTFsCWXnqUIn5UXFlQ,15139,25,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
McDonald's,Phoenix,AZ,1.5,6005 S Central Ave,_imnJaX4EG_BaoXMCyxFig,85040,45,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Big Horn Olive Oil Company - Las Vegas,Las Vegas,NV,5,"2110 N Rampart Blvd, Ste 140",MaGv5jbaQlQji4FWH4r47A,89128,38,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,CLOSED
Wendy's,Pittsburgh,PA,2.5,4001 Butler St,a7xD9CEepfivEZAKrCEPbw,15201,24,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
GNC,Henderson,NV,2,"1000 N Green Valley Pkwy, Suite 430",iCDwDFKBLP3_i3OSvces5A,89074,11,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,10:0-18:0,10:0-18:0
Walmart Supercenter,Tempe,AZ,2,1380 W Elliot Rd,OAWBoum2byFC-GfARO2bfQ,85284,88,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0
